Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Nicaragua,NIC,..,..,77.4,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Niger,NER,..,11.2,12.2,..,..,13.2,14.8,18.2,10.5,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Nigeria,NGA,3.5,..,10.7,9.8,..,..,16.7,10.7,12,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,14,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Oman,OMN,..,24.6,..,..,18.8,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Pakistan,PAK,..,..,21.68,26.1,23,..,..,..,25,23.4,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Panama,PAN,..,..,..,60.3,..,46.9,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,30.5,30.5,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Paraguay,PRY,35.2,..,..,..,..,..,66.4,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Peru,PER,..,50.4,51.8,51.3,52.2,53.3,54.3,54.5,55,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Philippines,PHL,..,32.1,..,37.6,..,..,..,40.4,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Poland,POL,..,..,..,..,50.7,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Qatar,QAT,..,..,34.3,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Rwanda,RWA,..,5.7,..,..,..,47.5,..,..,..,..,58.4,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Samoa,WSM,..,..,..,..,24.3,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sao Tome and Principe,STP,..,28,..,..,37.4,..,..,..,..,46,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,20.9,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Senegal,SEN,..,..,..,16.1,20.3,21.2,23.1,26.3,25.4,25.5,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Serbia,SRB,..,33,..,..,18.4,..,..,..,..,21.3,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sierra Leone,SLE,..,3.9,..,15.6,..,..,..,21.9,..,20.9,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Solomon Islands,SLB,..,..,..,..,..,24.3,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,0.9,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,South Africa,ZAF,..,..,..,..,..,..,54,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,South Sudan,SSD,..,..,..,..,..,5,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Spain,ESP,..,..,..,..,..,..,..,..,59.9,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sri Lanka,LKA,..,49.5,..,..,..,..,53.6,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,St. Lucia,LCA,..,..,52.4,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sudan,SDN,5.5,..,..,..,12,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Suriname,SUR,..,40.7,..,..,..,..,..,..,38.7,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sweden,SWE,..,..,..,68.8,..,..,..,68.1,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Switzerland,CHE,..,..,69.2,..,..,..,..,67.3,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Tajikistan,TJK,..,28.3,25.8,..,..,..,..,27.1,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Tanzania,TZA,..,..,..,..,..,..,32,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Thailand,THA,..,..,77,..,..,..,75.5,..,..,71.3,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Timor-Leste,TLS,..,..,..,..,..,..,24.1,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Togo,TGO,..,12.6,..,..,17.3,..,..,21.4,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Tonga,TON,..,..,28.4,..,..,..,..,..,..,25.2,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Trinidad and Tobago,TTO,..,33.3,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Tunisia,TUN,..,57.7,50.9,..,..,..,..,..,44.3,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Turkiye,TUR,..,..,..,47.4,47.4,..,..,..,48.9,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Turkmenistan,TKM,..,53.1,..,..,..,..,47.1,..,..,47.3,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Uganda,UGA,..,..,..,..,25.8,30.5,34.8,34.5,36.5,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Ukraine,UKR,..,..,47.6,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,United Kingdom,GBR,..,69,71.1,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,United States,USA,66.6,..,70.1,..,63.1,..,67.7,..,66.1,66.1,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Uzbekistan,UZB,..,63.6,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Vanuatu,VUT,..,..,..,37.1,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Vietnam,VNM,..,56.2,66.6,67,56.8,65,66.5,..,65.6,66.5,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,West Bank and Gaza,PSE,..,36.7,..,..,44,..,..,..,..,..,42.8,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,"Yemen, Rep.",YEM,..,..,..,29.2,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Zambia,ZMB,..,..,..,..,44.8,..,..,..,47.5,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Zimbabwe,ZWE,..,..,..,..,66.5,65.8,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Africa Eastern and Southern,AFE,14.3173626819336,20.2805583916413,..,..,..,..,..,..,35.6272670509619,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Africa Western and Central,AFW,3.7912613532238,8.60099111224514,..,..,..,..,..,..,15.4659646920588,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Arab World,ARB,31.1572669716293,39.4185158912624,..,..,..,..,..,..,38.7068104816531,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Caribbean small states,CSS,48.9242439037373,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Early-demographic dividend,EAR,36.4590539382768,41.8158880977348,..,..,..,..,..,..,48.1084528682211,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,East Asia & Pacific,EAS,65.2784005379208,74.4340174078553,..,..,..,..,..,..,69.9424244208118,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,East Asia & Pacific (excluding high income),EAP,66.111598235065,76.0005851066433,..,..,..,..,..,..,71.7948079898488,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,66.3003038263206,76.2245202685999,..,..,..,..,..,..,71.832689155865,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Fragile and conflict affected situations,FCS,..,18.3935274285651,..,..,..,..,..,..,24.1105263095255,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Heavily indebted poor countries (HIPC),HPC,5.60721519303327,11.6929488407567,..,..,..,..,..,..,27.0447535090403,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,High income,HIC,..,63.3080058857668,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,IBRD only,IBD,55.0558974905286,61.749038445603,..,..,..,..,..,..,61.1375552680499,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,IDA & IBRD total,IBT,47.6816941024684,53.3069822584989,..,..,..,..,..,..,53.2761888725464,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,IDA blend,IDB,8.80160081429492,21.371283492472,..,..,..,..,..,..,23.7915880907908,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,IDA only,IDX,13.8045192047984,21.4474752824529,..,..,..,..,..,..,35.2203037612333,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,IDA total,IDA,11.9386469290527,21.4215803553991,..,..,..,..,..,..,31.4366094118388,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Late-demographic dividend,LTE,67.878744297535,79.9551653866398,..,..,..,..,..,..,75.223132463474,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Least developed countries: UN classification,LDC,13.7516064965305,20.4202975694319,..,..,..,..,..,..,35.3450807282606,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Low & middle income,LMY,47.9321655572571,53.4369165009903,..,..,..,..,..,..,53.3320669959013,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Low income,LIC,10.0791541360643,13.7917991792575,..,..,..,..,..,..,29.0947664942,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Lower middle income,LMC,33.9950226834062,39.9584635707179,..,..,..,..,..,..,44.8059193648731,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Middle East & North Africa,MEA,34.2384980090571,49.6183222552867,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Middle East & North Africa (excluding high income),MNA,34.001570699877,49.9566605650344,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,34.001570699877,50.1034795693296,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Middle income,MIC,50.1397006338587,56.4642300655609,..,..,..,..,..,..,56.0145300523041,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,North America,NAC,66.6,65.5655724063777,..,..,..,..,..,..,66.1,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,OECD members,OED,58.8936484830158,61.7608656329919,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Other small states,OSS,..,25.9607021182295,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Post-demographic dividend,PST,..,62.1205666463157,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Pre-demographic dividend,PRE,5.54127391998616,11.6594696883781,..,..,..,..,..,..,23.0134493966872,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,South Asia,SAS,36.0202306289735,39.9072891114249,..,..,..,..,..,..,45.6098676828902,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,South Asia (IDA & IBRD),TSA,36.0202306289735,39.9072891114249,..,..,..,..,..,..,45.6098676828902,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sub-Saharan Africa,SSF,10.5787939206494,15.5289260433012,..,..,..,..,..,..,27.6509100437976,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sub-Saharan Africa (excluding high income),SSA,10.5787939206494,15.5289260433012,..,..,..,..,..,..,27.6509100437976,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,10.5787939206494,15.5289260433012,..,..,..,..,..,..,27.6509100437976,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,Upper middle income,UMC,67.0925251963994,78.2160393673255,..,..,..,..,..,..,73.0493397599998,..,..,..
"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,World,WLD,50.186287077214,54.883484755607,..,..,..,..,..,..,53.6255058072321,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Afghanistan,AFG,..,36.9,51.2,..,63.2,58.6,..,..,65.2,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Albania,ALB,..,95.3,..,..,..,..,..,..,88.4,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Algeria,DZA,..,79,92.7,92.7,..,..,..,..,..,95.3,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Angola,AGO,..,..,..,..,..,..,81.6,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Antigua and Barbuda,ATG,..,99.9,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Argentina,ARG,..,..,98.1,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Armenia,ARM,..,92.4,..,..,..,..,99.6,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Azerbaijan,AZE,..,66,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Bangladesh,BGD,..,33.3,..,58.7,63.9,..,..,..,81.9,75.2,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Barbados,BRB,100,..,93.4,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Belarus,BLR,..,..,99.7,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Belize,BLZ,..,100,..,..,..,..,97.2,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Benin,BEN,..,..,83.5,..,82.8,..,..,..,83.2,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Bhutan,BTN,..,51,97.9,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Bolivia,BOL,..,82.6,90.1,..,..,..,95.6,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Bosnia and Herzegovina,BIH,..,99.2,87,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Botswana,BWA,..,96.8,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Brazil,BRA,..,..,..,..,..,97.2,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,British Virgin Islands,VGB,100,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Burkina Faso,BFA,..,..,..,..,..,92.8,..,..,80.2,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Burundi,BDI,..,78,96,..,..,..,..,99.2,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,98.8,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Cambodia,KHM,..,37.7,..,..,95.3,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Cameroon,CMR,..,75.3,..,..,82.8,..,..,..,87,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Central African Republic,CAF,..,62,..,..,..,..,..,..,..,51.8,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Chad,TCD,..,41.6,..,..,..,54.7,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,China,CHN,..,89.4,95,95.6,96.2,96.5,96.6,..,99.6,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Colombia,COL,82,90.8,..,..,..,97.5,97.2,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Comoros,COM,..,74.3,92.1,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,88.4,..,..,..,82.4,..,..,..
